DBSCAN_labels,Key,Title,Link,Content
0,NBC_1,"Facing a tough re-election bid, Democratic Sen. Jon Tester calls on Biden to bow out",https://www.nbcnews.com/politics/joe-biden/democratic-sen-jon-tester-calls-joe-biden-drop-out-2024-election-rcna162644,"Sen. Jon Tester of Montana became the second Democratic senator to call for President Joe Biden to bow out of the presidential race Thursday.
""While I appreciate his commitment to public service and our country, I believe President Biden should not seek re-election to another term,"" Tester said in a statement.
Tester is running for re-election to one of the most vulnerable Senate seats for Democrats this fall.
He said he has ""worked with President Biden when it has made Montana stronger, and I’ve never been afraid to stand up to him when he is wrong.""
Tester informed Senate Majority Leader Chuck Schumer, D-N.Y., of his plans before he made a public statement, according to a source with knowledge of the situation. Schumer told Tester to do what he thought was best.
Tester is only the second Democratic senator to call on Biden to bow out of the race, following Peter Welch of Vermont. 
Shortly after Tester's announcement, Rep. Jim Costa, D-Calif., also called on Biden to step aside.
""For the good of the country, I think it is time for the President to pass the torch to the next generation to carry on the legacy he started,"" Costa said, after praising Biden's presidency. ""Democrats need to unite and deliver their strongest team to the American people in this election.”
Costa, who has served in Congress since 2005, represents a district that includes Fresno. He won re-election in 2022 with 54.2% of the vote.
Including Tester and Costa, 22 congressional Democrats have now called on Biden to exit the race.
Tester's comments come after he said in a July 8 statement that Biden ""has got to prove to the American people — including me — that he’s up to the job for another four years."" 
Representing a red state, Tester has criticized Biden before, including over the timing of his border policies and his Environmental Protection Agency regulations.
Reached for comment, the Biden campaign pointed to remarks from Cedric Richmond, a co-chair of Biden’s re-election campaign, who reacted to the news during an interview on MSNBC.
“I like Sen. Tester. I think he’s one of our great fighters in the Democratic Party,"" Richmond said. ""But on this, I will tell you, I think he’s wrong, and I think that we should be focused on re-electing the president and the vice president, and our senators and our Congress people should be running their race to get re-elected.""
""There’s a lifetime between now and Election Day, and if we focus on what we should, we’ll come out on top,"" Richmond continued.
The Biden campaign also pointed to earlier comments from Quentin Fulks, the principal deputy campaign manager, who said that Biden ""is not wavering on anything."" The president has said multiple times that he's staying in the race.
Tester's Republican challenger slammed him in a statement on X, asking whether Tester is ""finally admitting he lied when he told us Biden is 100% with it?!""
""Two-Faced Tester is desperately trying distance himself from the train wreck he’s enabled and forced on Montanans,"" said Tim Sheehy, who is running for Tester's seat.
Tester told NBC News in August that he believed Biden was ""absolutely 100% with it"" when he was asked whether he had any concerns about Biden's age.Megan Lebowitz is a politics reporter for NBC News.
Julie Tsirkin is a correspondent covering Capitol Hill.
Frank Thorp V is a producer and off-air reporter covering Congress for NBC News, managing coverage of the Senate.
Rebecca is a producer and off-air reporter covering Congress for NBC News, managing coverage of the House. "
0,CNN_5,"Sen. Jon Tester of Montana, vulnerable Democrat up for reelection, calls on Biden to drop out of the race",https://edition.cnn.com/2024/07/18/politics/jon-tester-calls-biden-drop-out/index.html,"
            Montana Sen. Jon Tester, a vulnerable Democrat up for reelection in a deep-red state, has called for President Joe Biden to end his bid for a second term.
    

            ”I have worked with President Biden when it has made Montana stronger, and I’ve never been afraid to stand up to him when he is wrong,” Tester said in a statement Thursday. “And while I appreciate his commitment to public service and our country, I believe President Biden should not seek re-election to another term.”
    

            Tester is the second Democratic senator to ask Biden to withdraw as the party’s presumptive presidential nominee. Earlier this month, Vermont Sen. Peter Welch called on Biden to “withdraw from the race” in a Washington Post op-ed.
    

            Tester’s announcement comes hours after CNN reported that many senior-ranking White House and Biden campaign officials now privately believe that the president must abandon his reelection campaign soon.
    

            “The next 72 hours are big,” one Democratic governor in close touch with party officials relayed to aides on Thursday. “This can’t go on much longer.”
    

            Democrats continue to wrestle with not only Biden’s reelection bid but also its ability to hurt the party in down-ballot races. CNN reported Wednesday that former House Speaker Nancy Pelosi privately told Biden that he could destroy Democrats’ chances of winning the House. In the Senate, Democrats and the independents who caucus with them have a difficult road to maintain their majority, with 23 seats to defend compared with just 11 for Republicans.
    

CNN’s Manu Raju, David Wright, MJ Lee, Jamie Gangel and Jeff Zeleny contributed to this report.
"
2,NBC_3,"Three years after Covid, worldwide IT outage again reveals fragility of global commerce, supply chains",https://www.nbcnews.com/business/business-news/worldwide-computer-outage-reveals-fragility-global-commerce-rcna162672,"A failure in the interconnected web that constitutes the global supply chain threatens to disrupt daily commerce for an indefinite period, showing how widespread reliance on the same system can create a worldwide crisis when that system goes down.  
It was still not known Friday morning how long it would take to address the issue, which cybersecurity firm CrowdStrike attributed to an improperly executed update on Microsoft systems.
Although Microsoft itself was not directly responsible for the outage, the worldwide reliance on a single common operating system and a major cybersecurity company, while useful when everything is running smoothly, creates the potential for a single point of failure to take down the entire planet, experts say.
In addition to many major airlines being unable to clear flights for takeoff, everything from port authorities to train systems, alongside hospitals and banks, were affected.  
Wesley Miller, a research analyst and former Microsoft employee who writes about IT issues, said the outage shows the price of interconnectedness and the dangers of market concentration.
Not only was there an overreliance on Microsoft, he said, but Friday's outage could also be blamed on the consolidation of vendors in the cybersecurity space. Backed by Google and one of the most valuable cybersecurity firms in the world, CrowdStrike has made a number of strategic acquisitions in recent years. 
""At end of the day, everyone is operating with one thing, and they're trying to move faster than bad guys to avoid getting attacked,"" Miller told NBC News. 
Miller also placed some blame on the lingering staffing challenges created by Covid.
“Teams everywhere are really stretched thin; IT staff, testing staff, everyone is pulled to their max,” he said. “Everyone is still pretending everything is fine, when there’s been massive changes all around us.”  
Ironically, high-profile examples of companies not affected by the outage have previously faced their own issues because they weren't using state of the art technology. Notably, Southwest and Frontier airlines appeared to be the only large U.S. air carriers operating without incident Friday. Two years ago, Southwest's entire system shut down as a result of its reliance on an antiquated scheduling system. 
""This will happen and keep happening as long as everything is built around fragile supply chains where the same companies turn up time and time again,"" Jennifer Cobbe, assistant professor of law and technology at the University of Cambridge, posted on X Friday.  
""This means no resilience: One of them goes down, potentially everything goes down — with widespread and unforeseeable consequences.""
The speed at which companies must now move to compete with one another creates inherent instability, Miller said.   
""We're clearly operating faster than the systems we’ve built can handle,"" he said. ""We need to start taking a look at more failsafes.""
Miller is not optimistic they will be easily implemented. 
In the wake of the pandemic, there was a great amount of discussion about how to make global supply chains more resilient. In 2021, President Joe Biden held a Summit on Global Supply Chain Resilience alongside European Union nations and 14 other countries. Last fall, the White House released a new Issue Brief on the topic, noting: ""Economic research has long been clear that deeply intertwined supply chains can turn micro disruptions into macro-level effects.""
The brief noted that the Bipartisan Infrastructure Law, as well as the Biden administration's CHIPS & Science Act and Inflation Reduction Act, were all designed to help boost supply-chain resiliency.
But Miller believes companies' requirements to maximize profits means the global commerce system will continue to be vulnerable indefinitely, he said.
""There’s so little shareholder value in taking a little extra time to do the right thing,"" he said. Rob Wile is a Pulitzer Prize-winning journalist covering breaking business stories for NBCNews.com."
2,WaPo_95,"See how the massive IT outage snarled travel, stores around the world",https://www.washingtonpost.com/business/2024/07/19/crowdstrike-microsoft-outage-airport-travel-photos/,"A global IT outage caused long waits and confusion at airports and retail businesses around the world Friday, as customer service employees encountered the so-called “blue screen of death” on their computers.The widespread disruptions were thought to be caused at least partly by a faulty update from cybersecurity company CrowdStrike and affected Microsoft operating systems.The dreaded blue error screen loomed over would-be passengers worldwide as they waited in long lines to be manually checked in for flights at some airports. In some cases, travelers were given hand-written boarding passes. Others settled into massage chairs or plopped on the floor of airports to wait out the disturbance.See how the IT outage affected travelers and customers worldwide."
4,NBC_5,Biden's family starts discussing his possible exit plan from the 2024 race,https://www.nbcnews.com/politics/joe-biden/bidens-family-starts-discussing-exit-plan-2024-race-rcna162658,"WASHINGTON — Members of President Joe Biden’s family have discussed what an exit from his campaign might look like, according to two people familiar with the discussions. 
The overall tone of the conversations has been that any exit plan — should Biden decide to take that step, as some of his closest allies increasingly believe he will — should put the party in the best position to beat former President Donald Trump while also being worthy of the more than five decades he has served the country in elected office, these people said. 
Biden’s family members have specifically discussed how he would want to end his re-election bid on his own timing and with a carefully calculated plan in place. Considerations about the impact of the campaign on his health, his family and the stability of the country are among those at the forefront of the discussions, the people familiar with those discussions said.
The prospect of Biden’s considering stepping aside, much less that his family is gaming out a possible exit plan, is an extraordinary development that comes after he has repeatedly said he would not relinquish his position as the presumptive nominee of the party. 
But concerns have mounted among party leaders, donors and even officials who are part of his re-election effort with every day that has passed since a devastating debate three weeks ago. At the same time, Democrats are watching Republicans rally around Trump, who just survived an assassination attempt and accepted his party’s nomination Thursday night. 
White House spokesman Andrew Bates denied that any such exit discussions are happening among the family. 
""That is not happening, period,"" he said. ""The individuals making those claims are not speaking for his family or his team — and they will be proven wrong. Keep the faith.""
On MSNBC's ""Morning Joe"" Friday, Biden campaign manager Jen O'Malley Dillon acknowledged that the campaign has seen some ""slippage,"" but she said it's been ""a small movement"" and insisted Biden is ""absolutely"" still in the race. 
Ron Klain, Biden’s former White House chief of staff and an adviser to him for decades, said in an interview that Biden is hearing the public and private calls for him to exit the race.
“I think he’s feeling the pressure,” said Klain, who has spoken to Biden recently. “I want him to stay in.”
Klain’s take is that it makes no sense for Biden to be pushed aside. He said some in his party underestimate Trump at their own peril and undervalue the fact that Biden is the only one who has beaten him.
Biden and the people closest to him have felt burned by efforts to push him out that they see as backhanded and disrespectful. The family is distraught and moving through the stages of anger and grief over how people they perceived to be friends have treated the president.
“There was a much more dignified way to do this if this is what they wanted,” a Biden ally said. “This is no way to treat a public servant who has done a lot for this country.”
Discussions about how to game out a fitting plan for Biden to step aside have also played out among senior staff members, not just the president’s family, according to a person close to the re-election effort. Bates also denied these discussions are happening. 
The family members Biden has relied on most include first lady Jill Biden, his son Hunter and his sister, Valerie Owens, as well as a few longtime close aides who have been at the core of the discussions.
The conversations about Biden’s political future have raged while he remains at his home in Rehoboth Beach, Delaware, sidelined after he tested positive for Covid on Wednesday. 
On Thursday, some of Biden’s closest aides were calling trusted allies to get a sense of where they thought his political standing is, according to a person familiar with the phone calls. 
A Democratic lawmaker described Biden in this moment as “reflective."" A third person close to Biden described the president as politically “fighting for his life.”
There are growing expectations among some allies that if Biden were to exit, it could be in the coming days. But they also caution that it still is up to him to make the decision and that he is not wired to quit even when he faces seemingly insurmountable adversity. 
About the possibility any announcement is imminent, a person close to the Bidens said, “We don’t even know what we’re doing tomorrow.”  
Still, Biden is not insusceptible to the mounting pressure from his own party, and he has said himself since the debate that he may consider leaving the race if there were no path for him to win. 
“I think it’s inevitable,” a second person close to the re-election effort said of Biden’s withdrawing from the race. 
As reports surfaced, including from NBC News, that Biden had shown signs that he could budge from his insistence that he remain the nominee, rumors and reports — some that the president's allies flatly denied — began to fly. They included speculation about timing of a potential exit, whether Biden would immediately endorse Vice President Kamala Harris and who was on the shortlist to be her vice presidential running mate.  
Among the reports: that longtime speechwriter and historian Jon Meacham was writing Biden’s exit remarks. 
Meacham rebuffed the account. 
“The report is totally false,” he said. 
Amid the turmoil the Biden campaign sent out talking points to Democrats, according to a Democratic strategist: “President Biden has not spoken to congressional leadership today. The president is his party’s nominee, having won 14 million votes during the Democratic primary. He’s running for re-election, and that will not change until he wins re-election.” 
As many in his own party turned against him, Biden continued this week to check in with allies and gauge their sentiments. 
“With all the rumors that I’m leaving, I’m not,” Biden told the Rev. Al Sharpton, the civil rights leader and MSNBC host, in a phone call Monday, Sharpton said.
“I will support whatever you decide,” Sharpton said he told the president.
Sharpton said in an interview Thursday that legacy is something Biden “has to think of” as he contemplates his political future. “If there’s anyone that could make a comeback … it’s Joe Biden. Whether he chooses to or not, I don’t know.”
Some in Biden’s camp had hoped he would be able to weather the storm of pressure for him to step aside — that news events, including the Republican National Convention, would turn the national conversation away from whether and when he might end his campaign. But even the attempted assassination of Trump on Saturday did little to quell the furor around Biden. If anything, Democrats have since turned up the heat.
A major factor driving the private pressure on Biden is the fear among Democrats that his candidacy could rob them not only of the White House and the Senate but also of a chance to flip the House to their control. That helps explain why senior lawmakers have pushed on Biden to reconsider his decision to stay in the race.
“The House is on the brink,” said Brian Wolff, the treasurer of the House Majority PAC, the main super PAC supporting House Democratic candidates. “These candidates don’t deserve that.”
Wolff said Democratic incumbents and challengers in tough races cannot risk splintering their own voter coalitions by publicly taking one side or the other as Biden considers his options.
“They can’t afford to alienate the base that wants to support Biden or the base that wants someone else,” he said.Carol E. Lee is the Washington managing editor.
Monica Alba is a White House correspondent for NBC News.
Sarah Fitzpatrick is a senior investigative producer and story editor for NBC News. She previously worked for CBS News and ""60 Minutes."" 
Jonathan Allen is a senior national politics reporter for NBC News. 
Natasha Korecki is a senior national political reporter for NBC News."
4,NBC_17,"Eight more Democrats, including Pelosi allies, call for Biden to exit 2024 election",https://www.nbcnews.com/politics/joe-biden/eight-democrats-pelosi-allies-call-biden-exit-2024-election-rcna162726,"WASHINGTON — Eight congressional Democrats on Friday joined the growing chorus of lawmakers calling on President Joe Biden to step aside as the party’s nominee, bringing the total number of Hill Democrats who want someone else at the top of the ticket to 30.
The new defections include two close allies of former House Speaker Nancy Pelosi, D-Calif., as well as a third senator.
New Mexico Sen. Martin Heinrich, who is running for re-election this fall, became the third Senate Democrat to call on Biden to leave the race, joining Sen. Peter Welch of Vermont and Sen. Jon Tester, who is facing a tough re-election bid in Montana. 
The latest Biden defections in the House hail from some of the president’s core constituencies of support. Rep. Marc Veasey, D-Texas, became the first member of the Congressional Black Caucus — whose leaders campaigned with Biden this week in Nevada — to call on Biden to bow out.
Veasey and three other House Democrats — Rep. Jared Huffman of California, Chuy Garcia of Illinois, and Mark Pocan of Wisconsin, issued a joint statement Friday praising Biden’s decades of public service but saying it is now time for the 82-year-old president to “pass the torch” to give Democrats the best chance of beating Republican nominee Donald Trump in November.
Garcia is a member of the Congressional Hispanic Caucus, whose chairwoman, Rep. Nanette Barragán of California, also campaigned with Biden in Nevada this week and whose affiliated super PAC endorsed Biden on Friday. Other Hispanic Caucus members who earlier called for Biden to step aside are Reps. Raul Grijalva of Arizona and Mike Levin of California.
Meanwhile, Pocan is chairman of the Congressional Equality Caucus, formerly the LGBTQ+ Caucus, and the former co-chair of the Congressional Progressive Caucus, whose most high-profile members — including Rep. Alexandria Ocasio-Cortez, D-N.Y. — have been urging Democrats not to dump Biden.
Huffman is also a progressive who is a close ally of Speaker Emerita Nancy Pelosi and represents a San Francisco Bay Area district next to hers.
Another close Bay Area ally of Pelosi's, longtime Rep. Zoe Lofgren, D-Calif., also joined the group of detractors Friday, releasing a letter that she sent to Biden Thursday night. In it, Lofgren mentioned her work on the House Jan. 6 Committee, warning that Trump ""remains as grave a threat to the Constitutional order and rule of law that he was on January 6, 2021 when he incited insurrection.""
“We must face the reality that widespread public concerns about your age and fitness are jeopardizing what should be a winning campaign,"" Veasey, Garcia, Pocan and Huffman wrote in their joint statement. ""These perceptions may not be fair, but they have hardened in the aftermath of last month’s debate and are now unlikely to change.""
“We believe the most responsible and patriotic thing you can do in this moment is to step aside as our nominee while continuing to lead our party from the White House. Democrats have a deep and talented bench of younger leaders, led by Vice President Kamala Harris, who you have lifted up, empowered, and prepared for this moment,” the quartet continued. “Passing the torch would fundamentally change the trajectory of the campaign. It would reinvigorate the race and infuse Democrats with enthusiasm and momentum heading into our convention next month.”
Separately, Rep. Sean Casten of Illinois called on Biden to drop out in an op-ed for the Chicago Tribune published Friday. “As long as this election is ... litigated over which candidate is more likely to be held accountable for public gaffes and ‘senior moments,' I believe that Biden is not only going to lose but is also uniquely incapable of shifting that conversation,"" he wrote.
And Rep. Greg Landsman, an Ohio Democrat who is one of Republicans' top targets in 2024, said in a lengthy thread on X that ""there's too much on the line"" in 2024 for Biden to continue as the Democratic nominee.
The new batch of defections means that more than 10% of House and Senate Democrats — 30 out of 264 — are calling for Biden to exit the race. 
Biden, however, has repeatedly said he's not going anywhere, and that he has earned the nomination, backed by 14 million Democratic primary voters.  
Appearing on MSNBC's ""Morning Joe"" on Friday, Biden campaign manager Jen O'Malley Dillon conceded that it's been a ""tough several weeks"" for Biden since his disastrous debate performance and that there has been ""some slippage in support."" But she argued that Biden still has a path to defeating Trump and that he will be out on the campaign trail next week once he recovers from Covid.
“You have heard from the president directly time and again. He is in this race to win and he is our nominee and he’s going to be our president for a second term,"" she said.Scott Wong is a senior congressional reporter for NBC News. 
Ali Vitali is a Capitol Hill correspondent for NBC News, based in Washington.
Rebecca is a producer and off-air reporter covering Congress for NBC News, managing coverage of the House. "
4,FOX_1,"RNC delegates, guests make predictions about Biden's political future amid reports he might exit 2024 race",https://www.foxnews.com/politics/rnc-delegates-guests-predictions-biden-political-future-reports-exit-2024-race,"Delegates and guests attending the Republican National Convention in Wisconsin are praising JD Vance and making predictions about President Biden's political future amid reports he is closer to exiting the 2024 presidential race.
Delegates and guests attending the Republican National Convention (RNC) in Wisconsin are making predictions about President Biden's political future amid reports he is closer to exiting the 2024 presidential race.
Fox News Digital spoke with multiple RNC attendees outside Fiserv Forum in Milwaukee, the site of the convention, and most felt Biden would ultimately drop his re-election bid but that it would matter little when the votes are finally counted.
""I think [former President] Trump's going to mop the floor with anybody they put up,"" one attendee said, adding that it seemed Biden was ""on the way out the door.""
ALINA HABBA TAKES ON MAJOR ROLE IN TRUMP CAMPAIGN, DISHES ON HIS HIGHLY ANTICIPATED RNC SPEECH
A delegate attending the Republican National Convention in Milwaukee speaks with Fox News Digital on July 18, 2024. (Fox News Digital/Brandon Gillespie)
""I don't think it really matters. I think whoever they have, their bench is kind of shallow and weak right now.""
Another attendee told Fox he felt vindicated after predicting months earlier Biden wasn't going to end up being the Democrat presidential nominee.
""I think Saturday may have changed things slightly, but I doubt it,"" he said, referencing the failed assassination attempt against Trump at a rally in Pennsylvania. ""The globalists have a mission. They don't care anymore about Joe Biden. … I don't think it matters who they run. I don't think they have a shot to win a legitimate election at this point."" 
TRUMP TO FORMALLY ACCEPT REPUBLICAN PRESIDENTIAL NOMINATION IN SPEECH ALTERED AFTER ASSASSINATION ATTEMPT
Republican presidential candidate Donald Trump is surrounded by Secret Service agents after a gunman opened fire during a campaign rally on Saturday. (AP Photo/Evan Vucci)
Others also predicted Biden would drop out, but some expressed hope he would stay in the race or thought that Democrats couldn't afford to dump him from the ticket so close to the election.
""They bet with him, and they keep telling us how far ahead in the polls he is, so they need to keep backing him all the way. I think it'd be disastrous if they change right now,"" she said.
""I think he understands, and his compatriots understand, he needs to drop out. So, I think he will. I have no idea who they're going to put up, you know, to replace him. I would hope it wouldn't be Kamala, but I have no idea,"" another said.
TRUMP WON'T USE WORD ‘BIDEN’ ONCE IN GOP CONVENTION SPEECH: SOURCES
President Biden (Ting Shen/Bloomberg via Getty Images)
One attendee said it would be ""totally fine"" if Vice President Harris became the nominee or even California Gov. Gavin Newsom or former first lady Michelle Obama. ""The people, I think, are waking up to know that that's just not the party of the people anymore. So, it doesn't matter.""
The attendees also unanimously praised Trump's vice presidential running mate, Ohio Sen. JD Vance, after his Wednesday convention speech, calling him ""empathetic,"" ""high energy"" and ""relatable.""
CLICK HERE TO GET THE FOX NEWS APP
Reuters reported Thursday that Biden is now ""soul-searching"" about the future of his candidacy, citing sources familiar with the matter, while NBC News reported a source close to the president as saying, ""We’re close to the end.""
The reports come after previous reporting from the Washington Post that former House Speaker Nancy Pelosi told Biden he would lose and push the House of Representatives further under Republican control. The Post also reported that former President Obama told his allies that Biden needed to reconsider his candidacy.
Get the latest updates from the 2024 campaign trail, exclusive interviews and more at our Fox News Digital election hub.
Brandon Gillespie is an associate editor at Fox News. Follow him on X at @BGillespieAL."
4,WaPo_6,RNC 2024 live updates: Trump to give first speech since rally shooting,https://www.washingtonpost.com/elections/2024/07/18/rnc-republican-national-convention-trump-speech-biden-election/,"Former president Donald Trump started his keynote address at the Republican convention with a description of the assassination attempt at his rally Saturday. He said this would be the only time he would recount that day’s events because it was too painful to recount. The former president touched on many of his usual stump-speech themes — saying the world was teetering on the brink of World War III and, without evidence, accused opponents of “cheating on elections.” He also promised to finish the campaign strong. “Otherwise, we’ll blow it,” Trump added. “And we can’t let that happen.”"
4,WaPo_18,‘This is Trump as we have never seen him’: Nine columnists on his RNC speech,https://www.washingtonpost.com/opinions/2024/07/18/live-commentary-trump-nomination-rnc/,"Columnists and writers Kate Cohen, Charles Lane, Ramesh Ponnuru, Jim Geraghty, Megan McArdle, E.J. Dionne Jr., Alexandra Petri, Shadi Hamid and Eduardo Porter are offering real-time commentary during the Republican National Convention in Milwaukee on Thursday starting at 10 p.m. Eastern time."
6,NBC_7,How the Secret Service protects presidents — and what went wrong at the Trump rally,https://www.nbcnews.com/politics/donald-trump/trump-assassination-attempt-secret-service-rally-shooting-missteps-rcna162278,"It typically starts with a meeting with campaign staffers and usually ends without incident — a presidential candidate striding off stage and being whisked to the next stop on the campaign trail.
But the U.S. Secret Service’s advance planning for what outwardly seems like a routine political event is actually an intricate, multilayered process. It typically involves several specialized and senior agents strategizing, assessing and approving a detailed protection mission behind the scenes for days ahead of time, according to five former agents and one current one who have been directly involved in such planning.
For an outdoor campaign event, a comprehensive security plan put into place by the agency generally runs smoothly, said the former agents, some of whom spoke anonymously to discuss security practices. 
But last Saturday’s campaign rally that turned deadly in Butler Township, Pennsylvania — with multiple shots fired at former President Donald Trump and into a crowd, killing one man and critically wounding two others — underscores what can go wrong despite that detailed planning, the ex-agents said.
“There is no such thing as 100% security,” said Paul Eckloff, who served as a Secret Service agent for 22 years, including on details protecting Presidents George W. Bush, Barack Obama and Trump. “There will be vulnerabilities. You try to mitigate those as much as you possibly can. You monitor the things you can, and you plan for contingencies.”
Here’s how the Secret Service typically plans security for presidential candidate campaign events — along with the evident breakdowns in the plan at the Trump rally, according to the former agents.  
Planning usually begins with the Secret Service sending an advance team to scout the venue and meet with the candidate’s staff three to five days before an event, the former agents said. The advance team typically consists of a mix of agents with assigned tasks, including a designated lead and site agent, as well as special operations and technical agents, said Anthony Cangelosi, a former agent-turned-criminal justice college lecturer who was assigned to security details on several stops during Democrat John Kerry’s presidential campaign in 2004. 
Among other tasks, the advance team assesses the site for potential “vulnerabilities” and identifies the “assets” — meaning agents and equipment — needed to provide security, he said. The team also identifies where to stage a command post and where within the venue to assign agents, Cangelosi said.
The advance team designates the venue’s security perimeters, or zones, and assigns agents and supporting law enforcement personnel accordingly, he said. The inner perimeter is closest to the candidate or “protectee”; the middle perimeter, within the venue but farther away, is next; and then the outer perimeter.
The building the gunman scaled on Saturday was outside the inner security perimeter, though it was only about 148 yards from where Trump was speaking and well within range of the gunman’s rifle.
The building, owned by a glass research company, was noted as a “point of interest” in two advance security meetings, Butler Township’s manager said. Two people familiar with the planning told NBC News that the building was identified by the Secret Service as a vulnerability that required specific attention. 
The Secret Service typically assigns the more senior agents in a candidate’s personal detail  — or “shift” agents, as they’re called — to posts within the inner perimeter. The middle perimeter is often manned by agents who are pulled from local Secret Service field offices and assigned as “post-standers” responsible for securing specific and targeted areas, Cangelosi said.
The federal agency typically relies on local law enforcement officers, called “counterparts,” to assist with event security by assigning them to posts on the outer perimeter, the agents said.
Because of the Secret Service’s “limited resources and manpower, they have to rely on local counterparts to fulfill some of those outer perimeter posts,” said Michael Matranga, an agent for 12 years who served on several protective details safeguarding Obama.
A Secret Service spokesman has said that the agency designated the building the gunman used as being under the jurisdiction of local law enforcement, but a full picture has yet to emerge as to how the shooter was allowed to climb atop it to fire at Trump.
Secret Service Director Kimberly Cheatle told ABC News that local police were inside the building when the gunman scaled it, but a Secret Service official later told NBC News that a local SWAT team was inside another building in the same complex.
A former Secret Service official who spoke on the condition of anonymity said that even if there weren’t enough people to cover the building, there were alternatives — such as putting a bus or tarp in front of the building to block the line of sight to where Trump was speaking.  
“It’s true there are finite assets, but you work within that,” the former official said. “Change the location of the rally, cover or block the roof, etc. This is just textbook.” 
Once threat assessments, venue vulnerabilities and agent assignments are drafted, the plan is shared with senior agents, each of whom can offer input and ask for changes before signing off, the agents said. Special operations and technical agents, such as the lead countersniper, separately draft their own plans for the event.
“They will have a countersniper advance, where a survey is done with plotting, mapping, pictures, quadrants, lines of sight, angles and lines of fire delineated,” Eckloff said.
Each countersniper is outfitted with rifles custom-built for them by the Secret Service, Eckloff said. Referred to as JARs — short for “just another rifle” — the weapons are “zeroed,” or set to ensure the accuracy of the sight, up to a day beforehand and can “neutralize a threat from as far as 1,000 yards away” — roughly the distance from the roof of the White House to base of the Washington Monument, he said.
A countersniper agent assigned to a campaign event typically is paired with another agent from the local field office who leads a “countersniper response team” tasked with checking out real-time issues that crop up during the event, Matranga said. If a countersniper assesses an immediate threat to life or bodily injury during the event, that agent can shoot to kill, he added.
“The policy at the Secret Service is we do not have a 'green-light system' where they need to seek authority,” Matranga said. “They do not need anybody’s permission to neutralize someone.”
But Cangelosi added that a countersniper likely won’t shoot unless they see a weapon, which might not readily be visible.
“If there’s no immediate threat, you’re not going to take a shot,” he said.
Cheatle released a statement after the shooting praising the countersniper team’s response. 
“Secret Service personnel on the ground moved quickly during the incident,” she said, “with our counter sniper team neutralizing the shooter and our agents implementing protective measures to ensure the safety of former president Donald Trump.” 
In the hours or days before the event, senior agents conduct three to four walk-throughs of the venue to assess the security plan, with the lead agent, the site agent, the field office supervisor and the candidate’s detail supervisor all given an opportunity to review the protective strategy and call for changes, Matranga said. Several team briefings and one-on-one discussions also are held, with supervisors quizzing post-standers and local counterparts to ensure each clearly understands their objectives and areas of responsibility, the former agents said.
Post-standers are agents deployed to their posts at least several hours before an event begins and before a bomb squad sweep of the venue, the agents said.
“Once an individual is posted, they have to maintain the integrity of that sweep,” said Matranga, who owns and runs a Texas-based security firm, M6 Global Defense. “If you walk off that post, you’ve now compromised the entire site, because that sweep has already been conducted.”
As soon as screening posts with metal detectors are opened to the public — typically several hours before an event begins — “it’s game time,” Eckloff said.
Planners typically designate a communications hub at each event site where supervisors field real-time reports over radio that can be immediately shared across multiple law enforcement radio frequencies as necessary. 
On Saturday, the gunman was photographed as a suspicious person more than an hour before he opened fire, and the Secret Service was notified about 10 minutes before Trump took the stage, three sources familiar with a Senate briefing on Wednesday told NBC News. The details of the real-time communications between law-enforcement agencies aren’t yet known. 
Every event gets its own confidential security plan shared only as needed, to make sure it doesn’t get out, Cangelosi said. Even if the same venue is used again during the campaign, the Secret Service plans security for each event from scratch, the agents said.
Breakdowns in security plans typically occur when someone “fails to execute their duties and responsibilities, or what we could call a weak link,” Cangelosi said. “When the chain is broken, it could be minor, it could be catastrophic.”
The attempt on Trump’s life has led to strong criticism of the Secret Service by law enforcement experts and politicians. It also set off a wave of finger-pointing across law enforcement agencies as to who was responsible for securing the building the gunman used. 
The Secret Service initially blamed local authorities, without naming specific agencies. Officials in Butler Township have since pushed back, crediting their police officers who were assigned to traffic control with racing to confront the gunman first, and the Secret Service has praised the officers who “ran towards danger.” 
One former agent who asked not to be named said the Secret Service “is always in charge” at such events “no matter what anyone says.”
“They make the plan,” the agent said. “Locals need to follow it, but it’s up to [the Secret Service] in every way to make sure that happens.”
Another agent still active with the Secret Service described security at such events as more of a “partnership,” but agreed responsibility for the plan is ultimately the agency’s.
The House Oversight Committee subpoenaed Cheatle to testify at a hearing next week as part of an investigation into the assassination attempt. The Department of Homeland Security’s Office of Inspector General also announced this week that it is reviewing “the process implemented” by the Secret Service to secure the  event. 
While no plan is perfect, Eckloff said the Secret Service’s advance planning techniques for campaign events represent a “flexible and adaptive mission model” that quickly incorporates lessons learned from events that go wrong.
In an interview with CNN on Tuesday, Cheatle committed to making changes to Secret Service policies if needed based on an internal review. 
Eckloff predicts that the failures at the Trump rally will lead to “a historical sea change” in terms of how security is done going forward.
“I do think you’ll see a huge effect,” said Eckloff, who surmised that immediate changes with the Secret Service’s security at campaign events are likely to include extended security perimeters and more manpower.
“They’re certainly not going to wait for the outcome of a congressional inquiry to make adjustments,” he said.Lewis Kamb is a national FOIA reporter for NBC News, based in Seattle. 
Sarah Fitzpatrick is a senior investigative producer and story editor for NBC News. She previously worked for CBS News and ""60 Minutes."" "
