DBSCAN_labels,Key,Title,Link,Content
18,NBC_19,'Inside Out 2' is the highest-grossing animated movie ever,https://www.nbcnews.com/pop-culture/movies/-2-highest-grossing-animated-movie-ever-rcna163474,"Disney is back on top at the box office.
On Tuesday, “Inside Out 2” surpassed $1.46 billion in global ticket sales, making it the highest-grossing animated feature of all time, usurping another Disney title, “Frozen II.” 
Its box office will continue to grow. The film has yet to open in Japan, a region that contributed nearly $33 million to the $850.5 million global total of “Inside Out” in 2015.
The record-breaking box office for “Inside Out 2” comes after a series of theatrical hits and misses from the company, especially from its animated releases.
In particular, Pixar has suffered at the box office in the wake of the Covid-19 pandemic. Much of its difficulties have come, in part, because Disney opted to debut a handful of animated features directly on streaming service Disney+ during theatrical closures and even once cinemas had reopened.
As a result, before “Inside Out 2,” no Disney animated feature from Pixar or its Walt Disney Animation studio had generated more than $480 million at the global box office since 2019.
Of note, Disney does not consider its 2019 “The Lion King” to be an animated feature despite nearly the entire film being computer animated. It is considered a live-action remake, according to the company. Otherwise, it would be the highest-grossing animated feature, as it collected more than $1.6 billion during its theatrical run. 
Box office analysts adhere to Disney’s categorization of the film.Whitten is a social media writer for CNBC."
18,CNN_29,‘Inside Out 2’ becomes highest-grossing animated movie of all time,https://edition.cnn.com/2024/07/24/business/inside-out-2-highest-grossing-animated-movie/index.html,"
            If there’s one emotion that Disney and Pixar are probably feeling right now, it’s joy.
    

            That’s after movie sequel “Inside Out 2” became the highest-grossing animated film of all time, raking in $1.46 billion at the global box office and dethroning former record holder “Frozen 2” from 2019, according to Disney on Wednesday.
    

            That’s giving a much-needed boost to Hollywood, which saw a slow start to the summer season and is still grappling with the effects of the writers’ and actors’ strikes of last year.
    

            “Inside Out 2” hit theaters last month and passed the $1 billion mark just 19 days after its release — the fastest ever for an animated film. It’s currently on week six of its theatrical run and has already bagged a spot as the 13th highest-grossing film of all time.
    

            “From Europe to Asia, the Middle East the US, you just see incredible, record-breaking numbers for a movie,” said Daniel Loria, editorial director at Box Office Pro, which collects sales and showtime data from thousands of movie theaters across the United States. “It’s definitely a great success story, not only for movie theaters here in the United States, but all over the world.”
    

            The film has already made history in the Americas, quickly becoming the highest-grossing film in Brazil, Mexico, Colombia, Chile and Uruguay’s cinema scene.
    

            And Loria predicts the film could end its theatrical run with even higher numbers as it prepares to open in Japan next week, having already enjoyed successes across Asia and the Pacific, making $84 million just after 12 days of release.
    

            “It really breathed new life into the global box office and reestablished a momentum that we haven’t seen since the ‘Barbenheimer’ craze of last summer,” Loria said.
    

            The excitement surrounding the “Inside Out 2“ release comes after the film industry was met with a slow start to the summer movie season.
    

            “The record-breaking performance of ‘Inside Out 2’ has been incredibly important for movie theatres as the film swooped in and changed the mood of this industry that, at the time of the film’s release, saw a summer movie season that was being written off as a box office bust,” said Paul Dergarabedian, senior media analyst at Comscore.
    

            Last summer, blockbusters “Barbie” (which is distributed by CNN’s parent company, Warner Bros. Discovery) and “Oppenheimer” combined added nearly a billion dollars to the domestic box office, according to Comscore data. So far, 2024 has yet to produce a combo with that same box-office draw.
    

CNN’s Eva Rothenberg contributed to this report.
"
20,NBC_21,Deputy who killed Sonya Massey worked for 6 agencies in 4 years,https://www.nbcnews.com/news/us-news/deputy-killed-sonya-massey-worked-6-agencies-4-years-rcna163409,"The former sheriff’s deputy charged with murder in the fatal shooting of Sonya Massey had been employed by six agencies since 2020, Illinois law enforcement records show. And he twice pleaded guilty to driving under the influence of alcohol before he began working in law enforcement, according to court records.
Sean Grayson was fired from the Sangamon County Sheriff’s Office last Wednesday, nearly two weeks after he shot and killed Massey in her home in Springfield, about 200 miles southwest of Chicago. 
Massey, 36, had called 911 to report a suspected prowler. Grayson and another deputy, who has not been identified, responded just before 1 a.m. on July 6. Grayson shot her in the head within seconds of demanding she drop a pot of water after she told him, “I rebuke you in the name of Jesus,” body camera video released Monday shows. 
Massey was Black. Grayson is white. His employment history includes short stints as a part-time officer at three small police departments in Illinois.
NBC News has requested his personnel files from each agency, and has received responses from four so far. Records provided by those four departments do not include any complaints or disciplinary action against Grayson. All of the agencies he worked for are in central Illinois. 
Grayson worked part time at the Pawnee, Kincaid and Virden police departments, state records show, with his employment at Pawnee overlapping at times with both Kincaid and Virden. He worked full time at the Auburn Police Department and the sheriff’s departments in Logan and Sangamon counties.
DJ Mathon, the chief of the Kincaid Police Department, said Grayson worked there part time from Feb. 4 to May 18, 2021, and was let go by the Village of Kincaid Board when he refused to live within a 10-mile radius of the village. He maintained his employment at Pawnee, where he was hired in August 2020, during the entirety of his time at Kincaid and had asked for permission to take on the second job, records show. Mathon said the department did not have any written complaints against Grayson and no disciplinary actions were taken against him. 
Grayson was hired by the Virden Police Department shortly after leaving Kincaid, and while he was still working at Pawnee, at a rate of  $17.50 per hour, records obtained by NBC News show. He worked there part time for several months. The police department employs nine officers.  
The department said Grayson’s reason for leaving is unknown because it did not receive a resignation from him. An official from the department said that “he just stopped covering shifts.” His separation date was Dec. 31, 2021, though records show that he began working in Auburn months before. He wrote in the application for Auburn that he was leaving Virden because he wanted to be a full-time officer.
Grayson worked full time at the Auburn Police Department from July 2021 to May 2022, and then at the Logan County Sheriff’s Office for a little less than a year, before joining the Sangamon County Sheriff’s Office. 
In his letter of resignation from the Auburn Police Department, Grayson wrote that he “had nothing but a positive experience working as an officer.”
“I appreciate the opportunity you presented to me and I am sincerely grateful for everything you and this department has done for me,” he wrote. “I will take everything I have learned from you and this department and continue to learn and grow.”
Grayson received his part-time Law Enforcement Certification on June 5, 2021, according to the Illinois Law Enforcement Training and Standards Board. His certification status reads as suspended on the board’s website.
Before he worked in law enforcement, Grayson had been a wheeled vehicle mechanic in the U.S. Army from May 2014 to February 2016, Army spokesman Bryce Dubee said.
“He had no deployments and left the Army in the rank of private first class,” Dubee said in a statement. 
Court records show Grayson twice pleaded guilty to misdemeanor charges of driving under the influence of alcohol, in 2015 and in 2016. The 2015 arrest occurred during his enlistment. His past DUI arrests were disclosed in his application to the Auburn Police Department, records show. He also noted in that application that he at some point had had his license revoked or suspended.
Body camera footage shows that Grayson declined to render aid as Massey lay dying and had discouraged his partner from trying to save her. 
“The other deputy still rendered aid and stayed with Ms. Massey until medical help arrived,” a prosecutor wrote in court documents, adding that Grayson “at no time attempted to render aid to Ms. Massey.”
Grayson, 30, has pleaded not guilty to first-degree murder, aggravated battery with a firearm and official misconduct charges. He is being detained without bond. 
Last week, after the Illinois State Police concluded its investigation into the shooting, as required by state law, the sheriff’s office said Grayson was fired because the investigation had made it clear that he “did not act as trained or in accordance with our standards.”
Sangamon County State’s Attorney John Milhiser said a review of the  state police’s investigation, including the body-worn camera footage, “does not support a finding that Deputy Sean Grayson was justified in his use of deadly force.”
The fatal shooting has drawn comments from President Joe Biden and Vice President Kamala Harris, and the Justice Department said it “is aware of and assessing the circumstances” surrounding it. The Justice Department said it “will continue to track the criminal case opened by the Sangamon County State’s Attorney.”Janelle Griffith is a national reporter for NBC News focusing on issues of race and policing."
20,CNN_20,What we know about the deputy charged with killing Sonya Massey in her home after she called 911 for help,https://edition.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html,"
            The family of Sonya Massey is calling for a probe into the hiring of a sheriff’s deputy charged with fatally shooting the 36-year-old Black woman in her Illinois home this month, citing their concerns over records showing he’d worked at six law enforcement agencies in four years and was charged with driving under the influence twice.
    

            Sean Grayson, the 30-year-old Sangamon County sheriff’s deputy who has since been fired from the agency, was indicted by a grand jury last week on three counts of first-degree murder and one count each of aggravated battery with a firearm and official misconduct in connection with the July 6 shooting at Massey’s home near Springfield.
    

            He has entered a not guilty plea and was denied pretrial release, according to court records. The state’s training and standards board records show Grayson’s law enforcement certification has been suspended.
    

            CNN has sought comment from Grayson’s attorney.
    

            Massey is one of a number of Black women who have been killed by police in their own homes in recent years, including Breonna Taylor and Atatiana Jefferson.
    

            In a news conference Monday afternoon, civil rights attorney Ben Crump, who represents Massey’s family, connected her death to other cases of police violence against Black people across the US.
    

            Here’s what we know about the former sheriff’s deputy charged with murder in Massey’s death:
    

            Grayson had worked at six law enforcement agencies in Illinois since 2020, according to the Illinois Law Enforcement Training and Standards Board.
    

            He began working part-time with Pawnee police in August 2020, then moved to the Kincaid and Virden police departments, before taking up full-time work with Auburn police, the Logan County Sheriff’s Office and – in May 2023 – Sangamon County.
    

            Grayson’s resignation letter from the Auburn Police Department, reviewed by CNN, did not suggest he left due to problems or disciplinary issues. In it, he wrote: “I have had nothing but a positive experience working as an officer. Unfortunately, I have chosen to move on to Logan County Sheriff’s Office.”
    

            Grayson listed his reason for leaving both the Virden and Pawnee police departments as “wanting to be a full time” officer, and for the Kincaid Police Department as “my hours were cut,” according to his Auburn Police Department employment application, also reviewed by CNN.
    

            CNN has reached out to the other law enforcement agencies for more information.
    

Related article
A step-by-step look at how law enforcement’s visit to Sonya Massey’s home went so wrong


            Court records indicate Grayson was charged with two DUI misdemeanor offenses in Illinois’ Macoupin County – one in 2015 and the other in 2016.
    

            The first incident occurred in August 2015, when Grayson’s vehicle was impounded after he was charged with driving under the influence. He pleaded guilty to the charge and paid more than $1,320 in fines, according to court records. Another charge, accusing him of driving under the influence with a blood alcohol concentration of 0.08%, was dismissed.
    

            The following year in July, Grayson was charged again with DUI, pleaded guilty and paid more than $2,400 in fines, court records show.
    

            Grayson’s job application to the Auburn Police Department acknowledges he had previously been arrested and charged with a DUI.
    

            A petition calling for an investigation into why Sangamon County hired Grayson was circulated at a march and barbecue in Springfield on Monday night, CNN affiliate WICS reported.
    

            Massey’s family and their lawyers called for the county to investigate the decision to hire him, voicing concerns about his arrest record and his working for six departments in four years, according to WICS.
    

Related article
Illinois police release bodycam video of fatal shooting of Black woman in her home


            The Illinois State Police on Monday released 36-minutes of video that includes body-camera footage from each of the two Sangamon County sheriff’s deputies who responded to Massey’s house early on July 6. Massey had called 911 to report a possible “prowler” at her home in Springfield, according to a court document filed by prosecutors.
    

            The body-camera footage shows Grayson and another deputy speaking calmly with Massey in her home – at which point she goes to the stove to turn off a pot of boiling water. She then picks up the pot and the other deputy steps back, “away from your hot steaming water,” he says.
    

            “I rebuke you in the name of Jesus,” she says in response.
    

            “Huh?” the deputy says.
    

            “I rebuke you in the name of Jesus,” she repeats.
    

            “You better f**king not or I swear to God I’ll f**king shoot you in the f**king face,” Grayson says.
    

            He then draws his firearm and points it at her, and she ducks and says, “I’m sorry” while lifting the pot, the video shows.
    

            “Drop the f**king pot!” both deputies yell.
    

            Three shots are heard. After a few seconds of silence, one deputy says, “shots fired” and calls for emergency medical services.
    

            “Dude, I’m not taking f**king boiling water to the f**king head. And look, it came right to our feet, too,” Grayson says.
    

            Minutes after the shooting, Grayson speaks to another law enforcement figure. “She had boiling water and came at me with boiling water,” he says in the video. “She said she was going to rebuke me in the name of Jesus and came at (me) with boiling water.”
    

            Grayson did not activate his body camera until after he fatally shot Massey, according to charging documents. The other deputy had activated his body camera when he first arrived at the scene, the documents state.
    

            In the body-camera footage, Grayson tells his partner that Massey would not need medical help immediately after the shooting.
    

            The other deputy says he’s going to get a medical kit to help, but Grayson responds, “Nah, she’s done. You can go get it but that’s a headshot.”
    

            Grayson later goes to his vehicle to get his own medical supplies. When he gets back to the house, he asks if there’s anything he can do, but is told no.
    

            “All right, I’m not even gonna waste my med stuff then,” Grayson says.
    

            Next, Grayson leaves the house and speaks to a group of law enforcement officers outside. “Yeah, I’m good, this f**king b*tch is crazy,” he says, according to the footage.
    

            Since the shooting, local and state officials have criticized the deputy’s actions as an unjustified use of deadly force.
    

            A review of the Illinois State Police investigation into the shooting “does not support a finding that … Grayson was justified in his use of deadly force,” the state’s attorney for Sangamon County, John Milhiser, said in a July 17 news release.
    

            In a court document filed by the state last week, prosecutors said a “use-of-force” expert had reviewed the body-camera footage and concluded the use of deadly force was not justified.
    

            “(The expert) likened the scenario to an officer intentionally and unnecessarily putting himself in front of a moving vehicle and then justifying use of force because of fear of being struck,” the prosecutors wrote.
    

            The sheriff’s office said it has fired Grayson. “It is clear that the deputy did not act as trained or in accordance with our standards,” the office said.
    

            In a court document filed by the state last week, prosecutors noted Grayson could have drawn a Taser located on his duty vest.
    

            “He … has shown a willingness to use lethal force, despite the availability of non-deadly alternatives, when there is little to no threat to his bodily safety,” prosecutors wrote.
    

            In April 2021, Grayson was awarded a certificate for successfully completing a training course on how to use a Taser, according to documents obtained by CNN from the Auburn Police Department, his previous employer. He was also successfully trained on how to use pepper spray, the documents show.
    

            Massey’s father, James Wilburn, said during a news conference Monday he initially received conflicting information from law enforcement.
    

            “I was under the impression that a prowler had broken in and killed my baby. Never did they say that it was a deputy-involved shooting until my brother read it on the internet,” Wilburn said.
    

            At the news conference, Crump called her killing “senseless on every level.”
    

            Crump referenced what Grayson said – “I’ll f**king shoot you in the f**king face” – before Massey was shot.
    

            “Black women don’t get the consideration and the respect in America,” Crump said.
    

CNN’s Lucy Kafanov, Bill Kirkos, Eric Levenson, Jillian Sykes, Brad Parks and Andy Rose contributed to this report.
"
23,NBC_24,Man who attacked author Salman Rushdie charged with supporting terrorist group,https://www.nbcnews.com/news/us-news/man-attacked-author-salman-rushdie-charged-supporting-terrorist-group-rcna163451,"BUFFALO, N.Y. — A man who severely injured author Salman Rushdie in a frenzied knife attack in western New York faces a new charge that he supported a terrorist group.
An indictment unsealed in U.S. District Court in Buffalo on Wednesday charges Hadi Matar with providing material support to Hezbollah, a militant group based in Lebanon and backed by Iran. The indictment didn’t detail what evidence linked Matar to the group.
The federal charge comes after Matar earlier this month rejected an offer by state prosecutors to recommend a shorter prison sentence if he agreed to plead guilty in Chautauqua County Court, where he is charged with attempted murder and assault. The agreement also would have required him to plead guilty to a federal terrorism-related charge, which hadn’t been filed yet at the time.
Instead, both cases will now proceed to trial separately. Jury selection in the state case is set for Oct. 15.
Matar’s lawyer, Nathaniel Barone, didn’t immediately return a phone message seeking comment.
Matar, 26, has been held without bail since the 2022 attack, during which he stabbed Rushdie more than a dozen times as the acclaimed writer was onstage about to give a lecture at the Chautauqua Institution. Knife wounds blinded Rushdie in one eye. The event moderator, Henry Reese, was also wounded.
Rushdie detailed the attack and his long and painful recovery in a memoir published in April.
The author spent years in hiding after the Ayatollah Khomeini of Iran issued a fatwa, or edict, in 1989 calling for Rushdie’s death over his novel “The Satanic Verses.” Khomeini considered the book blasphemous. Rushdie reemerged into the public the late 1990s.
Matar was born in the U.S. but holds dual citizenship in Lebanon, where his parents were born. He lived in New Jersey prior to the attack. His mother has said that her son became withdrawn and moody after he visited his father in Lebanon in 2018.
The attack raised questions about whether Rushdie had gotten proper security protection, given that he is still the subject of death threats. A state police trooper and county sheriff’s deputy had been assigned to the lecture. In 1991, a Japanese translator of “The Satanic Verses” was stabbed to death. An Italian translator survived a knife attack the same year. In 1993, the book’s Norwegian publisher was shot three times but survived.
The investigation into Rushdie’s stabbing focused partly on whether Matar had been acting alone or in concert with militant or religious groups.The Associated Press"
23,CNN_21,"Man accused of stabbing author Salman Rushdie pleads not guilty to federal terrorism-related counts, lawyer says",https://edition.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html,"
            The man accused of stabbing author Salman Rushdie was charged with three federal terrorism-related counts, according to a grand jury indictment unsealed Wednesday.
    

            Hadi Matar is charged with committing an act of terrorism transcending national boundaries, attempting to provide material support to a foreign terrorist organization and providing material support to terrorists.
    

            He pleaded not guilty, attorney Nathaniel Barone said.
    

            In August 2022, Rushdie was stabbed several times onstage shortly before he was due to deliver a lecture at the Chautauqua Institution in New York. Matar has already pleaded not guilty to state charges of second-degree attempted murder and second-degree assault in connection with the stabbing.
    

Related article
Man accused of stabbing renowned author Salman Rushdie rejects plea deal that tied in federal terrorism-related charge


            Federal authorities allege in the unsealed grand jury indictment that Matar attempted to provide material support and resources – including “himself, and services” to “a designated foreign terrorist organization, namely, Hizballah,” according to the four-page indictment.
    

            The indictment alleges Matar “did knowingly attempt to kill, and did knowingly maim, commit an assault resulting in serious bodily injury, and assault with a dangerous weapon, a person within the United States.” It does not mention Rushdie by name.
    

            Matar recently rejected a state plea deal that would have tied in a federal terrorism-related charge and reduced his state prison sentence.
    

            Barone previously told CNN his client “has maintained his innocence, not only on the state charges, but will continue to maintain his innocence on the federal charges as well.”
    

            “In addition, Mr. Matar will exercise any and all of his fundamental and constitutional rights in defending this matter to the fullest,” Barone said.
    

            Matar’s next appearance in federal court is scheduled for August 7. If convicted of the federal charges, he could face life in prison, his attorney said.
    

            Matar is due to appear in state court in October, according to Barone.
    

            Rushdie, 77, has garnered widespread acclaim and scrutiny for his literary work. His fourth novel, “The Satanic Verses,” drew condemnation from some Muslims who found it to be sacrilegious.
    

            The late Iranian leader Ayatollah Ruhollah Khomeini, who described the book as an insult to Islam and Prophet Mohammed, issued a religious decree, or fatwa, calling for Rushdie’s death in 1989.
    

This story has been updated with additional information. 


CNN’s Nouran Salahieh and Steve Almasy contributed to this report. 
"
32,NBC_33,Blast at Jose Cuervo plant in Mexico’s Tequila kills at least five people,https://www.nbcnews.com/news/latino/blast-jose-cuervo-plant-mexicos-tequila-kills-least-five-people-rcna163396,"An explosion at a Jose Cuervo tequila plant in central Mexico killed at least five company workers and forced the evacuation of tourists from the area in the spirit’s hometown of Tequila, the head of the state’s emergency services said on Tuesday.
Victor Hugo Roldan, the chief of emergency services and firefighters in Jalisco state, told Reuters the blast occurred in a 500,000-litre tank at the plant, and the resulting fire was put out by company personnel.
At least two other tanks at the facility, operated by the world’s largest tequila maker Becle, also collapsed, he said.
In a statement, the company confirmed the death toll from the accident at its Rojeña plant, adding that several other workers were injured.
The explosion in one tank triggered a fire in three others, according to a statement from emergency services released later on Tuesday. The cause of the blast remains unknown.
A photo of the aftermath of the explosion released by emergency services showed a large metal tank emblazoned with the Cuervo logo collapsed on its side.
The town of Tequila, home to several distilleries of the agave spirit, is a popular tourist destination about an hour’s drive northwest of Guadalajara, Mexico’s second largest city."
32,CNN_33,"Explosion and fire at Jose Cuervo tequila factory kill six, Mexican officials say",https://edition.cnn.com/2024/07/24/americas/tequila-jose-cuervo-fire-mexico-intl-hnk/index.html,"
            At least six workers have died in an explosion and fire at a tequila factory in Mexico, local authorities said.
    

            Two others were injured in the disaster, at a Casa Cuervo distillery in the town of Tequila, Jalisco state. Casa Cuervo is the world’s largest producer of the Mexican spirit, according to its website, encompassing the Jose Cuervo and Tequila 1800 brands, among others.
    

            “The incident involved the explosion of a tank car,” Jalisco’s civil protection agency said, adding that the fire ignited three additional tank cars, each with a capacity of 219,000 liters.
    

            The cause of the fire is not yet known, authorities said. At least 40 firefighting and civil protection teams responded to the incident.
    

            In a statement, Casa Cuervo said it was assisting authorities with their investigation and would reinforce security controls at its facilities.
    

            The state’s Civil Protection agency said that another fire broke out at the factory Wednesday morning in a storage area for cardboard and other materials, but that fire was quickly controlled and no additional risks were reported.
    

            The mayor of Tequila, Alfonso Magallanes, shared a post on his Facebook page urging residents not to approach the factory due to the ongoing situation.
    

            Jalisco state is the largest producer of agave, the key ingredient in tequila, generating nearly 75% of the nation’s annual crop. The town of Tequila, which gives the liquor its name, is a center for tourism, receiving an average of more than one million visitors annually from Mexico and abroad, according to data from the mayor’s office.
    

            In February, Mexico’s Chamber of Deputies approved a law to change National Tequila Day from the third Saturday of March to July 24, to coincide with the same date celebrated in the United States, its northern neighbor and largest trading partner.
    

            The US is the largest market for Mexican tequila exports. Adjusted for inflation, between 2014 and 2019, tequila imports increased from $1.1 billion to $4.9 billion, according to 2023 figures from the US Department of Agriculture.
    "
