Key,Title,Link,Time,Category,Content
NBC_1,Democrats who want to run against Harris for nomination have only days to get in the race,https://www.nbcnews.com/politics/2024-election/democrats-want-run-harris-nomination-only-days-get-race-rcna163298,2024-07-25 04:00:19.122200,,"Any Democrat wishing to challenge Vice President Kamala Harris for the presidential nomination has only days to secure the necessary support, according to the party's nominating rules approved Wednesday, which laid out plans for an unusual pre-convention nominating vote scheduled for early next month. 
Candidates have until Saturday to declare their candidacy and until  Tuesday to gather the needed support from hundreds of delegates to make the ballot alongside Harris at the virtual roll call vote. Democrats have given themselves an Aug. 7 deadline to conduct the roll call to avoid potential legal issues.
“We understand that this is an unprecedented situation, but we will accomplish it together,” said Minyon Moore, a veteran Democratic strategist and Harris ally who is chairperson of the Democratic National Convention, which begins Aug. 19 in Chicago.
No major Democrat has even hinted at plans to run against Harris, who has quickly consolidated support in the days since President Joe Biden withdrew from the race and endorsed her. 
The compressed timeline is also affecting Harris’ search for a vice presidential running mate, which may need to be completed in just two weeks. 
More than three-quarters of pledged delegates to the Democratic National Convention have already endorsed Harris, according to an NBC News tally as of Wednesday afternoon, with no obvious pockets of opposition from any parts of Democrats’ vastly diverse coalition. 
But Democrats are eager to avoid making their nomination process look like a coronation for Harris, promising an open and fair process. All it takes for someone else to run is the signature from at least 300 delegates (with no more than 50 from any one state) to have a chance at making the nomination ballot. 
The timeline is incredibly restricted because Democrats have, for months, been planning to nominate their candidate early to avoid potential legal issues around an Aug. 7 ballot access deadline in Ohio. The Republican-controlled state legislature passed a fix to move the date back, but the fix won't go into effect until September. 
Ohio’s Republican secretary of state says the new law resolved the deadline issue entirely. But Democrats do not trust him and fear litigation from outside conservative groups. 
“Failure to certify both nominees in advance of each state’s ballot deadlines opens us to very real potential litigation,” Pat Moore, a lawyer for the Democratic Party, said during Wednesday’s meeting of the Convention’s Rules Committee. “Republicans will use this moment to do what they do, to sue, to try to bar us from the ballot or try to disqualify our voters.”
Trump’s campaign has already filed one legal complaint claiming the handover of Biden’s campaign to Harris is illegal. The conservative Heritage Foundation is actively seeking plaintiffs in Ohio. And top Republican lawmakers like House Speaker Mike Johnson have said he expects litigation to try to trip up Democrats.
Democrats say they feel confident they can win a legal fight if they formally nominate their candidate after Aug. 7, but worry about creating a precedent Republicans could use to try to undermine the outcome of the November election. 
“If we take chances with state processes and deadlines, Republicans could make the same argument to challenge Democratic votes in the post-election process too,” Moore said. 
The basics of the virtual roll call process have been outlined since May, but had to be revisited after Biden stepped aside in favor of Harris. 
The roughly 200 members of the Convention’s Rules Committee met virtually Wednesday to consider the details of the virtual roll call plan and its timing and voted to officially adopt it.
Under the plan, the window for other candidates to declare their bid for the Democratic nomination starts Thursday and closes Saturday at 6 pm ET. Candidates then have until Tuesday at 6 pm ET to meet the 300-signature threshold of support from delegates, which represents about 6% of all delegates to the convention.
Rules Committee co-Chair Leah Daughtry said that threshold, which has been in place since the 1990s, represents a “serious but modest” level of support — ensuring candidates have broad support within the party without making the barrier too difficult to meet.
If Harris is the only candidate in the race, delegates will start voting in the virtual roll call Aug. 1. If there are multiple candidates, the party will allow “several days” for the candidates to make their cases to the delegates and public, but voting would still begin Aug. 3.Alex Seitz-Wald is a senior political reporter for NBC News. "
NBC_2,Senate Democrats say Mark Kelly would be a 'superb' VP pick. But there's some anxiety.,https://www.nbcnews.com/politics/2024-election/senate-democrats-say-mark-kelly-superb-vp-pick-anxiety-rcna163220,2024-07-25 04:00:19.122200,,"WASHINGTON — Numerous Democratic senators are heaping praise on Sen. Mark Kelly, D-Ariz., as a potential running mate for Vice President Kamala Harris — but the prospect of his seat being vacated is stoking some anxiety.
“He’d be superb,” said Sen. Tim Kaine, D-Va., the party’s vice presidential nominee in 2016.
Sen. Richard Blumenthal, D-Conn., said Kelly has “enormous depth and wisdom” as well as “real common sense” and an ability to grasp “very complex” issues quickly.
But some in the party are nervous about the idea of him leaving the Senate, fearing a Republican would win a special election in Arizona to finish his current term that expires in 2028. It's a factor some Democrats say should be weighed since the party has such a small majority and risks losing control of the chamber. 
“Kelly has got a lot of appeal as a candidate, but unproven as a national campaigner. And yes, he has a valuable seat,” said a Democratic official who has worked with Harris in the past.
The official added that Harris, who was a senator for four years, could add a different skill set to the ticket by picking a governor, which “might be a good compliment to her.”
Kelly, who sources have confirmed is being vetted by Harris' team, won in Arizona in a 2020 special election, outperforming President Joe Biden that year. He won again in 2022 for a six-year term. If he ascends to the vice presidency, Arizona’s Democratic Gov. Katie Hobbs could appoint a successor but it could trigger a special election and put the seat up for grabs before his term ends in 2028.
Sen. Brian Schatz, D-Hawaii, called Kelly “savvy,” saying he has “the right values” and is “one of the most unflappable people I’ve ever met.” But, he said, protecting his seat is also a consideration.
“This is a calculation that the vice president and her team have to make. And that’s certainly a factor. But there are trade-offs no matter who you pick,” Schatz said. “So we’ve just got to, I think, first and foremost, she’s got to decide who she’s comfortable being a partner with.”
Sen. Tammy Baldwin, D-Wis., said Kelly is one of several contenders who could be Harris’s running mate.
“The considerations she has to take into account are, first of all, winning the election. And so looking at states where the race is really in play, and also alignment of values and the issues. I think there’s several people who fill that role,” Baldwin said. “Certainly my colleague Mark Kelly would, but there’s a lot of other names that I’m seeing too.”
Kelly has cultivated a reputation in the Senate as a center-left pragmatist who has been a reliable vote for most administration priorities while keeping his distance from the most progressive issues and staying attuned to local issues like water conservation.
One issue that has rankled organized labor is that Kelly is a rare Democrat who hasn’t cosponsored the PRO Act, a high priority for unions that has 49 official signatories in the Senate.
“Senator Kelly would vote for the PRO Act on the Senate floor,” Kelly spokesperson Jacob Peters said Tuesday.
Kelly declined to discuss the possibility of being Harris' running mate, instead responding to questions by lauding the vice president and not outright refusing.
“Kamala Harris is going to be the nominee. That is clear. She’s the right person for this job. And I’m gonna work really hard to make sure we don’t see Donald Trump back in the White House,” he said.
Kelly told NBC News that Arizona is “absolutely winnable” for Harris, “without a doubt."" Asked whether it would help her to have an Arizonan on the ticket, Kelly responded, “It’s not about me. This is about making sure Donald Trump isn’t in the White House again.”
Sen. Chris Murphy, D-Conn., who has also been floated as a possible running mate, said he hasn’t received vetting materials from the Harris campaign. Asked if he’d be interested, Murphy said, “I think she’s got a good list of people that she’s interested in right now.”
Some fellow Democrats who represent battle ground states added glowing praise for Kelly.
“I love Sen. Kelly, respect Sen. Kelly — naval aviator, combat veteran space shuttle commander, United States senator,” said Sen. Jon Ossoff, D-Ga. “I can’t speak to the vice president’s process. I’m sure she’s gonna make a strong choice. Sen. Kelly is an American hero and absolutely worthy of that consideration.”
A Senate Democratic aide said losing Kelly’s seat is “obviously a concern” but that keeping Trump out of the White House should be the single most important consideration for Harris.
“She should pick whoever she thinks she can work and campaign with the most effectively,” said the aide, who wasn’t authorized to discuss the issue publicly. “To stop Trump, you put out your starters. You don’t worry about the risk of an injury.”Sahil Kapur is a senior national political reporter for NBC News.
Frank Thorp V is a producer and off-air reporter covering Congress for NBC News, managing coverage of the Senate."
NBC_3,Credit card delinquency rates hit a nearly 12-year high,https://www.nbcnews.com/business/consumer/credit-card-delinquency-rates-hit-nearly-12-year-high-rcna163466,2024-07-25 04:00:19.122200,,"People are struggling to pay off their credit card debt even as many trim their spending.
The share of credit card balances that are past due reached the highest level ever in the first quarter, according to data the Philadelphia Federal Reserve has tracked since 2012.
The delinquencies come as consumers have leaned heavily on borrowing to pay for everything from groceries to vacations — expenses that have risen sharply during the pandemic recovery — and as higher interest rates to curb inflation have pushed card rates to record highs.
The Philadelphia Fed report, released Wednesday, found the number of accounts with balances at least 30 days past due fell in the first quarter, and total card balances dipped somewhat as well. Both are seasonal trends that typically occur at the start of the year after the holiday spending season, the report noted.
Even so, “account holders who are behind have larger balances left unpaid,” the researchers wrote.
The figures add to a worrying portrait of U.S. consumer credit, with first-quarter data released in May by the New York Federal Reserve showing household debt swelling and credit card and auto loan delinquency rates rising across age groups. Consumer spending has largely held up this year even as the economy cools and many tighten their belts. Wealthier households are still splurging on experiences like travel, while big brands dangle promotions to keep tighter-budget customers coming back.
“The fact that we see more people carrying balances for a longer period of time, and now more people falling behind, is evidence of the struggle that millions of households are engaged in just trying to make ends meet,” said Greg McBride, chief financial analyst at the personal finance company Bankrate.
Faced with steep rates and rising debt burdens, some consumers are thinking twice about extending themselves further.
The Philadelphia Fed also found declines in the number of new credit card accounts in the first quarter. While that’s also typical in the months after the holidays, the total is down from the same period last year, and major Wall Street firms have flagged recently that cardholders are tapping the brakes on spending.
A similar caution is showing up in the housing market, where mortgage initiations reached a record low in the Philadelphia Fed’s data. Mortgage demand has been on the downtrend even as rates ease, as some prospective homebuyers sit tight in hopes that the Federal Reserve will finally start lowering interest rates in the months ahead.
Interest rates took the elevator going up, but they’re going to take the stairs going down.
Bankrate CHief Financial Analyst Greg McBride
Cassandra Happe, an analyst at the personal finance website WalletHub, said the Philadelphia Fed’s mortgage data highlights “deepening affordability issues, with high housing costs and mortgage rates discouraging new home purchases.”
“The rising average loan size points to a market increasingly dominated by higher-income buyers, exacerbating housing inequality,” she said in an email.
As inflation has cooled, the Federal Reserve is widely expected to cut interest rates by September. But Bankrate’s McBride warned that it will take awhile for consumers to feel relief.
“Interest rates took the elevator going up, but they’re going to take the stairs going down,” he said. “Interest rates are not going to fall fast enough to bail you out of a bad situation.”Davis Giangiulio is an intern with NBC News' business and economy unit."
NBC_4,"Senate passes Defiance act, which could allow non-consensual deepfake victims to sue",https://www.nbcnews.com/tech/tech-news/defiance-act-passes-senate-allow-deepfake-victims-sue-rcna163464,2024-07-25 03:00:19.122200,,"A federal bill that would allow victims of nonconsensual sexually explicit deepfakes to sue people who create, share and receive them  has unanimously passed the Senate and now moves to the House for a vote. 
The Disrupt Explicit Forged Images and Non-Consensual Edits (Defiance) Act of 2024, introduced by Senate Judiciary Chair Dick Durbin, D-Ill., and Sen. Lindsay Graham, R-S.C., would create a federal civil remedy for identifiable victims of deepfake sexual abuse. 
Rep. Alexandria Ocasio-Cortez, D-N.Y., who is sponsoring the legislation in the House, called the act the first federal protection for ""survivors of nonconsensual deepfake pornography."" 
""Over 90% of all deepfake videos made are nonconsensual sexually explicit images, and women are the targets 9 times out of 10,"" Ocasio-Cortez said in a statement after the Senate passed the bill on Thursday. She has previously spoken out on being targeted with such deepfakes herself.
The House version of the bill is still being considered in committee.
Deepfakes typically refer to digitally manipulated images that falsely depict someone saying or doing something. They often take the form of sexually explicit photos and videos spread online. The material frequently merges a victim’s face with a body in a pornographic video. Generative artificial intelligence models can also create audio, videos and images that are entirely fake but look and sound realistic. 
The Defiance Act defines a nonconsensual sexually explicit deepfake as a “visual depiction created through the use of software, machine learning, artificial intelligence, or any other computer-generated or technological means to falsely appear to be authentic” that “depict the victim in the nude, or engaged in sexually-explicit conduct or sexual scenarios.” 
The civil remedy would be enforceable against people who create or possess the deepfake with intent to distribute it, as well as people who distribute and receive it if they knew or recklessly disregarded that the victim did not consent to the deepfake. The statute of limitations for the remedy is 10 years. 
The production of nonconsensual sexually explicit deepfakes has skyrocketed since 2023, first becoming popular with the likenesses of female public figures like influencers, politicians and celebrities. Cases have also sprung up at middle and high schools around the world, with teen girls frequently being victimized by their male classmates. While the trend has overwhelmingly targeted women and girls, men have also been depicted in deepfakes.
Following a high-profile incident with sexually suggestive AI-generated images of singer Taylor Swift going viral on X, formerly Twitter, multiple representatives introduced state and federal legislation to combat the issue. Durbin has been particularly vocal on the issue, sending a letter to the CEO of Google’s parent company Alphabet, Sundar Pichai, in June asking for details on how the search engine planned to address the proliferation of deepfakes in search results. 
“Current laws don’t apply to deepfakes, leaving women and girls who suffer from this image-based sexual abuse without a legal remedy,” Durbin posted on X after the Defiance Act passed the Senate. “It’s time to give victims their day in court and the tools they need to fight back.”Kat Tenbarge is a tech and culture reporter for NBC News."
NBC_5,"Noa Argamani, a rescued Israeli hostage, draws standing ovation during Netanyahu's speech",https://www.nbcnews.com/news/israeli-hostage-noa-argamani-standing-ovation-netanyahus-speech-rcna163509,2024-07-25 03:00:19.122200,,"Noa Argamani, the freed Israeli hostage whose kidnapping during the Oct. 7 terror attack was captured in a harrowing viral video, received sustained applause and a standing ovation Wednesday afternoon during Prime Minister Benjamin Netanyahu's address to a joint session of Congress.
Argamani, who was rescued by Israeli forces on June 8, smiled and stood with her hands clasped in the gallery of the House chamber as lawmakers and guests paid tribute to her ordeal. She was embraced by Netanyahu's wife, Sara.
Netanyahu proceeded to recount the details of Argamani's kidnapping, describing ""Noa's look of desperation"" as militants took her into the Gaza Strip on the back of a motorcycle.
""I met Noa's mother, Liora, a few months ago. She was dying of cancer. She said to me, 'Prime Minister, I have one final wish. I wish to hug my daughter Noa one last time before I die.'""
Netanyahu went on to describe the ""breathtaking commando rescue operation"" that freed Argamani and three other Israeli hostages. The prime minister's account of the operation drew another round of applause.
""I think it's one of the most moving things,"" Netanyahu went on to say. ""When Noa was reunited with her mother Liora, and her mother's last wish came true.""
Liora Argamani died of brain cancer just over three weeks after Noa was rescued. 
Noa Argamani was at the Nova music festival in southern Israel when Hamas militants launched their attack and she was taken captive. In the days and weeks that followed, a short video clip of her kidnapping circulated widely on social media platforms, drawing international attention to the plight of the hostages.
She turned 26 while she was in captivity.
Argamani's boyfriend, Avinatan Or, was also kidnapped. He is believed to remain in Gaza along with roughly 100 other hostages.
Netanyahu's remarks marked the first time the Israeli leader has addressed Congress since the Hamas terror attack and the beginning of Israel's monthslong military campaign in Gaza. In his speech, he compared Oct. 7 to Pearl Harbor and 9/11.
He also blasted protests against his handling of the war — both on college campuses this spring and outside the Capitol as he spoke.
Hamas and other militants seized around 247 hostages during the Oct. 7 attack, which left around 1,200 people dead. Israel's military campaign in Gaza has killed more than 39,000 people, according to the Palestinian Ministry of Health, including 210 people who died during the operation that freed Argamani.Daniel Arkin is a national reporter at NBC News."
NBC_6,"9 injured in escalator fire at JFK Airport in New York City, hundreds evacuated from terminal",https://www.nbcnews.com/news/us-news/9-injured-escalator-fire-jfk-airport-new-york-city-hundreds-evacuated-rcna163493,2024-07-25 03:00:19.122200,,"At least nine people sustained minor injuries after an escalator at John F. Kennedy International Airport in New York City caught fire early Wednesday morning, authorities said.
More than 900 travelers were evacuated out of Terminal 8 at around 7 a.m. E.T. after reports of smoke filling the area, according to a statement from the Port Authority of New York and New Jersey. The source appeared to be in Concourse C.
The New York City Fire Department responded to the scene, reporting that there was a fire in the escalator. At least nine people sustained minor injuries, the fire department said. 
Four of them were taken to the hospital with non-life-threatening injuries, port authority said. 
The airport posted to its X account that operations have resumed, and for travelers to check in with their airlines for updated information. Doha Madani is a senior breaking news reporter for NBC News. Pronouns: she/her."
NBC_7,20-year-old college student dies after falling from Yosemite's Half Dome hike,https://www.nbcnews.com/news/us-news/college-student-grace-rohloff-dies-yosemite-fall-rcna163407,2024-07-25 03:00:19.122200,,"An Arizona college student died earlier this month after slipping and falling down during a hike at California's Yosemite National Park, officials confirmed Wednesday.
Grace Rohloff, 20, was hiking with her father on July 13 and had successfully reached the summit of Yosemite's Half Dome, one of the park's most famous and challenging hikes. But while descending the Half Dome cables during a sudden thunderstorm and downpour, she slipped on a wet portion of the rock and fell down the side of the mountain, her father, Jonathan Rohloff, said in an interview with KPNX.
The Mariposa County coroner's office confirmed that the fall resulted in Grace's death.
""She was in between the wooden blocks and slipped to the ground and you know it just happened very fast,"" Rohloff told KPNX. ""There's no way 10 minutes before, when she was up there smiling ear to ear, that I thought I only had 10 minutes left with her. It was a tragedy.""
Rohloff described how the pair had completed several hikes together throughout Arizona, and how his daughter was thrilled when she secured a permit to hike Yosemite's Half Dome. The dome stands over 8,800 feet above sea level, and a round-trip hike to the summit covers more than 14 miles. The Half Dome cables encompass the final portion of the hike and allow hikers to climb without rock climbing equipment.
""She told me it was something that was on her bucket list, that she always wanted to do, and she was so happy about it,"" Rohloff said, describing her daughter as ""fearless.""
According to Rohloff, Grace was pursuing an education degree at Arizona State University and planned to become a student-teacher at Valley Luthern High School, where she had graduated. The high school announced on Facebook that a celebration of her life is planned for this Saturday.
Yosemite National Park officials could not immediately be reached for comment and have not issued a statement on the student's death. Rohloff told KPNX that he hopes for a safer cable system at Half Dome, a site that has taken the lives of other hikers in the past.
""If we can make the cabling system at Yosemite a lot safer for people to see that beautiful piece of God's Earth and not be put in danger, then that would be something that she would have wanted,"" Rohloff said.News Associate "
NBC_8,Adam Lambert and Auli'i Cravalho to step into 'Cabaret' on Broadway this fall,https://www.nbcnews.com/nbc-out/out-pop-culture/adam-lambert-aulii-cravalho-cabaret-broadway-rcna163491,2024-07-25 03:00:19.122200,,"Get ready to say willkommen to the next stars to enter the Kit Kat Club on Broadway — Adam Lambert and Auli’i Cravalho,
Producers of the Tony Award-nominated revival revealed Wednesday that Lambert, the singer-songwriter who has fronted Queen, and Cravalho, the voice of the title character in Disney’s animated musical film “Moana, “will play the Emcee and Sally Bowles, respectively, in the current revival of “Cabaret.”
The two — each making their Broadway debuts — will take over for English actors Eddie Redmayne and Gayle Rankin, who both earned Tony Award nominations for their parts. The newcomers will start Sept. 16 and play through the end of March.
“I feel so lucky to have this baton passed to Adam and I,” said Cravalho in an email from Indonesia. She noted that she saw the musical before her audition, pen and paper in hand. “The show feels so fresh and current.”
Lambert, who has just released his new dance-centric EP “Afters,” started his career in musical theater— he was in the ensemble of the first national tour of “Wicked” and later was in the show in Los Angeles for two years. “It sounds cliche, but this is literally a childhood dream,” he said by phone.
He steps into the sinister and lascivious role of master of ceremonies, one made famous by Joel Grey and Alan Cumming. Redmayne’s take was more dark and audacious.
“I get the role. I get who he is. I’m excited about it. I think it works with my skill set,” Lambert says. “And I’m really, really excited to be in a cast again because with pop music, it’s like it’s all on you. To be able to do a show with a whole team of people onstage, it’s what I miss.”
“Cabaret,” about the collapse of democracy and rise of fascism in Germany, centers on the world of the indulgent Kit Kat Klub in Berlin as it becomes more precarious on the brink of World War II. The songs by John Kander and Fred Ebb include “Willkommen” and “Tomorrow Belongs to Me.”
“It’s so timely right now. We’re potentially on the verge of fascism again, just like they were then,” says Lambert. “There’s so many parallels to what’s going on in the real world, which is what I think gives it so much weight, and so much validity.”
Cravalho, who appeared in “The Power” on Amazon, NBC’s drama “Rise” and Netflix’s “All Together Now,” also starred in the film adaptation of Tina Fey’s Broadway “Mean Girls: The Musical.”
She next takes up one of the stage’s most iconic roles, one created by Liza Minnelli. Others who have played Sally Bowles on Broadway include Natasha Richardson, Michelle Williams, Emma Stone and Sienna Miller.
Cravalho recalls listening to the Minnelli-led cast album as a child in Hawaii and looks forward to tackling the number “Don’t Tell Mama” because of “the movement needed to bring it to life.”
“I’m thrilled to be playing a character whose background isn’t really established. Sally is incredibly clever, and always using her wits to find her next bed or drink. But the fun really comes in the detail work,” she said."
NBC_9,Capitol Police pepper spray and arrest demonstrators protesting Netanyahu visit,https://www.nbcnews.com/news/world/capitol-police-pepper-spray-demonstrators-protesting-netanyahu-visit-rcna163502,2024-07-25 04:00:19.122200,,"WASHINGTON — U.S. Capitol Police used pepper spray to disperse a protest opposing a congressional visit from Israeli Prime Minister Benjamin Netanyahu, which has drawn anger from anti-war activists. 
The group of protesters were with the ANSWER (Act Now to Stop War and End Racism) Coalition, and comes just a day after protesters with  Jewish Voice for Peace were arrested in the Cannon House Office Building. 
Capitol police posted to social media that the group pepper sprayed on Wednesday had ""failed to obey our order to move back from our police line."" Police also alleged that part of the group had become violent. 
""We are deploying pepper spray towards anyone trying to break the law and cross that line,"" police said. 
Capitol Police later confirmed that six people were arrested in the House Galleries
An NBC News producer witnessed some protesters getting close to the Capitol Police officers on the corner of Louisiana and Constitution avenues. The situation escalated quickly afterwards and members of the NBC News crews could feel the chemical on their skin.
ANSWER Coalition posted video to X of the incident, in which one protester can be heard yelling, ""f--- you, stupid pigs"" as a liquid is sprayed in their direction.
""Capitol police brutally pepper spray and tear gas protestors marching against war criminal Netanyahu!"" the post said. ""But the march continues. The people stand with Palestine!""
Protesters gathered outside of Union Station, which is only a few minutes walking distance from the Capitol. People reported on social media that protesters burned an effigy of Netanyahu and tried to lower the American flag outside of the station.
U.S. Park Police released a statement that a permit was revoked for gatherings in Columbus Circle, the area surrounding Union Station. Crowds were ordered to leave the area.
""A crowd in Columbus Circle is engaged in criminal activity and confronting law enforcement on scene,"" the agency said. ""USPP is attempting to deescalate and contact the event organizer for help.""
Amtrak also warned customers to expect delays near Union Station due to protest activity. The transportation company advised travelers to have their tickets ready and anticipate intermittent closures of entrances and exits.
Netanyahu is meeting with congressional legislators in Capitol Hill and delivered his first address to the lawmakers since Oct. 7, when a Hamas-led terror attack on Israel that killed more than 1,200 civilians and soldiers and sparked a monthslong war in Gaza that has killed an estimated 39,000 Palestinians. 
Protesters outside of the Capitol building were standing behind a large canvas banner that reads “Arrest Netanyahu for Genocide” and planned to create a “people’s red line against genocide” and conduct a “citizen’s arrest” of Netanyahu.
The group has provided attendees with signs on wood posts with phrases like “free all Palestinian political prisoners” and “lift the siege on Gaza now” as well as a “wanted” posted for Netanyahu.
The International Criminal Court announced in May that it was seeking arrest warrants for Netanyahu along with other Israeli leaders to charge them with war crimes and crimes against humanity. President Joe Biden condemned the move as ""outrageous"" and Netanyahu described it as ""absurd."" 
The ICC sought a similar warrant for Hamas militant leader Yahya Sinwar as well as other Hamas officials believed responsible for the Oct. 7 attack and the subsequent invasion of Gaza by Israeli forces.
Additionally, Netanyahu has faced both domestic and international criticism of his handling of hostage negotiations since the beginning of the war. Families of five Israeli Americans who are still being held hostage have urged Netanyahu to bring their loved one homes.
Protests in Israel have grown as citizens demand Netanyahu focus on striking a cease-fire deal. The Israeli military announced this week that two more hostages held in Gaza have died, bringing the total number of people believed to have died in Hamas' captivity to at least 46.
Inside the chamber where Netanyahu was speaking, three people were arrested after unbuttoning their shirts to reveal yellow T-shirts that read “SEAL THE DEAL NOW,"" in reference to the ongoing cease-fire negotiations. Two men and one woman were put in zip-tie cuffs and escorted away from the chamber.
Rep. Rashida Tlaib, D-Mich., the only Palestinian American in Congress, held a “war criminal” sign during Netanyahu’s speech as he criticized pro-Palestinian demonstrations in his address.
Netanyahu thanked Biden in his speech for all of the president's efforts to aid Israel and bring hostages home. Biden “came to Israel to stand with us during our darkest hour,"" he said.
He also expressed gratitude to former president Donald Trump for his past support of Israel. 
The prime minister urged the legislators for continued, bipartisan support of Israel as it fights Hamas. Notably, he did not shake hands with Senate Majority Leader Chuck Schumer. 
Schumer is the top ranking Jewish politician and has been an outspoken supporter of Israel throughout his political career. But Schumer also joined calls for Netanyahu to be replaced earlier this year, agreeing with Israeli protesters who have demanded new elections.
Alexandra Bacallao reported from Washington, D.C. Doha Madani reported from New York City. Doha Madani is a senior breaking news reporter for NBC News. Pronouns: she/her."
NBC_10,Elon Musk attends Netanyahu’s speech to Congress as his guest,https://www.nbcnews.com/tech/tech-news/elon-musk-attends-netanyahus-speech-congress-guest-rcna163506,2024-07-25 03:00:19.122200,,"Elon Musk attended Israeli Prime Minister Benjamin Netanyahu’s address to Congress as his guest.
The Israeli Embassy did not immediately respond to a request for confirmation that Musk had been invited to the speech as Netanyahu’s guest.
Ahead of the speech, Musk was seen in the gallery, above the floor, seated near Netanyahu's wife, Sara Netanyahu.
The Tesla Motors CEO’s visit to Capitol Hill came a day after he announced on X that his satellite internet company Starlink had been activated in a Gaza hospital, with the support of Israel and the United Arab Emirates.
Nine months into the Israel-Hamas war and the resulting humanitarian crisis in Gaza, Netanyahu’s speech has become a lightning rod of controversy, triggering an eruption of protests in Washington.
Shortly before Netanyahu was scheduled to begin speaking, U.S. Capitol Police announced they were “deploying pepper spray” against protesters who had “started to become violent” close to the Capitol.
More than 30 members of Congress said they were not planning to attend Netanyahu’s address, many in protest of the Israeli prime minister’s approach to the Israel-Hamas war.
Despite the absences, the prime minister entered a crowded House floor to loud applause and cheering, shaking hands with various lawmakers on his way to the podium.
Vice President Kamala Harris is also not attending Netanyahu’s speech, a conspicuous departure from tradition. The White House attributed her absence to the demands of travel.
Typically, the vice president presides over joint congressional sessions, but Harris is traveling Wednesday, as the newly minted Democratic front-runner for the party’s presidential nomination.
Former President Donald Trump’s running mate, Ohio Sen. JD Vance, is also skipping the speech due to his “duties to fulfill as the Republican nominee for Vice President,” a Trump campaign official told NBC News.
In the vice president’s absence, Sen. Patty Murray, D-Wash., would usually take her place as the president pro tempore of the Senate, but she is not attending Netanyahu’s address for ideological reasons, according to NBC News.
Instead, Senate Foreign Relations Chairman Ben Cardin, D-Md., will preside over Netanyahu’s joint address.
“The United States relationship with the State of Israel transcends politics and partisanship,” Cardin said in a statement to NBC News. “It transcends any one Israeli government or any one U.S. administration.”
Though Harris attributed her Wednesday absence to travel, many of the at least 30 lawmakers have so far said they are skipping the speech to boycott Netanyahu. Several, including former House Speaker Nancy Pelosi, D-Calif., said they will instead be meeting with families of hostages held by Hamas or attending a panel on Middle East peace and security.
“Netanyahu should not be welcomed into the United States Congress. On the contrary, his policies in Gaza and the West Bank and his refusal to support a two-state solution should be roundly condemned,” said Sen. Bernie Sanders, I-Vt., among the loudest critics of Netanyahu as the war carries on.
Wednesday’s speech is Netanyahu’s fourth address to Congress, the last of which took place in March 2015.
While the Prime Minister is on Capitol Hill, he will meet with the top four congressional lawmakers: House Speaker Mike Johnson, R-La., Senate Minority Leader Mitch McConnell, R-Ky., Senate Majority Leader Chuck Schumer, D-N.Y., and House Minority Leader Hakeem Jeffries, D-N.Y.
On Thursday, Netanyahu will also have separate meetings with President Joe Biden and Harris at the White House."
